"MS.Zoning","Overall.Qual","Year.Built","Year.Remod.Add","Exter.Qual","Exter.Cond","Garage.Qual","Garage.Cond","Sale.Type","Sale.Condition","SalePrice"
"RL",5,1963,1963,"TA","TA","TA","TA","WD ","Normal",186700
"RL",8,2006,2007,"Gd","TA","TA","TA","New","Partial",283463
"RL",10,2006,2007,"Ex","TA","TA","TA","New","Partial",392000
"RL",8,2005,2006,"Gd","TA","TA","TA","WD ","Normal",281213
"RL",5,2007,2007,"TA","TA",NA,NA,"New","Partial",147000
"RL",3,1953,1953,"TA","TA","TA","TA","WD ","Normal",130000
"RM",6,1996,1997,"TA","TA","TA","TA","WD ","Normal",140000
"RL",4,1963,1963,"TA","TA","TA","TA","WD ","Normal",132250
"RL",5,1967,1967,"TA","TA","TA","TA","WD ","Normal",143000
"RL",4,1961,1975,"TA","Gd","TA","TA","WD ","Normal",168000
"RM",5,1976,1976,"TA","TA","TA","TA","WD ","Normal",129900
"RM",5,1976,1976,"TA","TA","TA","TA","WD ","Normal",134000
"RM",4,1972,1972,"TA","TA","TA","TA","WD ","Normal",85500
"RM",4,1970,1970,"TA","TA","TA","TA","WD ","Normal",106500
"RM",4,1970,1970,"TA","TA",NA,NA,"WD ","Normal",93900
"RM",4,1970,1970,"TA","TA","TA","TA","WD ","Normal",75000
"RM",4,1970,1970,"TA","TA",NA,NA,"WD ","Normal",84500
"RM",4,1976,1976,"TA","TA","TA","TA","COD","Normal",75190
"RL",6,1976,1976,"TA","TA","TA","TA","WD ","Normal",146800
"RL",5,1977,1977,"TA","TA","TA","TA","WD ","Normal",153500
"RL",6,1977,1977,"TA","TA","TA","TA","WD ","Normal",188000
"RL",5,1977,1994,"TA","Fa","TA","TA","WD ","Normal",196000
"RL",5,1977,1977,"TA","TA","TA","TA","WD ","Normal",157000
"RL",5,1971,1971,"TA","TA",NA,NA,"WD ","Normal",138000
"RL",5,1970,1970,"TA","Gd","TA","TA","WD ","Normal",129500
"RL",4,1961,1961,"TA","TA","TA","Fa","COD","Abnorml",80000
"RL",4,1982,2006,"TA","TA","TA","TA","WD ","Normal",129500
"RL",5,1976,2003,"TA","TA","TA","TA","WD ","Normal",135000
"RL",5,1982,1982,"TA","TA","TA","TA","WD ","Normal",124500
"RL",5,1983,1983,"TA","TA","TA","TA","WD ","Normal",139000
"RL",5,1991,1992,"TA","TA",NA,NA,"Oth","Abnorml",93500
"RL",5,1984,1984,"TA","TA","TA","TA","WD ","Normal",124500
"RL",6,1954,1954,"TA","TA","TA","TA","WD ","Normal",149900
"RL",6,1956,1956,"TA","Gd","TA","TA","WD ","Normal",157500
"RL",5,1957,1957,"TA","TA","TA","TA","WD ","Normal",169000
"RL",6,1957,1957,"TA","TA","TA","TA","WD ","Abnorml",252000
"RL",7,1969,1969,"TA","Gd","TA","TA","WD ","Normal",192100
"RL",6,1997,1998,"TA","TA","TA","TA","WD ","Normal",183500
"RL",7,1997,1997,"TA","TA","TA","TA","WD ","Normal",222000
"RL",6,1995,1995,"TA","TA","TA","TA","WD ","Normal",170000
"RL",6,1995,1996,"TA","TA","TA","TA","WD ","Normal",187500
"RL",6,1996,1996,"TA","TA","TA","TA","WD ","Normal",202000
"RL",6,1997,1997,"TA","TA","TA","TA","WD ","Normal",185000
"RL",7,2005,2006,"Gd","TA","TA","TA","New","Partial",320000
"RL",7,2006,2006,"Gd","TA","TA","TA","New","Partial",240000
"RL",8,2005,2005,"Gd","TA","TA","TA","WD ","Normal",250000
"RL",8,2005,2005,"Gd","TA","TA","TA","WD ","Normal",239900
"RL",7,2005,2006,"Gd","TA","TA","TA","New","Partial",309000
"RL",7,2006,2006,"Gd","TA","TA","TA","New","Partial",274725
"RL",8,1994,1994,"Gd","TA","TA","TA","WD ","Normal",270000
"RL",6,1993,1994,"TA","TA","TA","TA","WD ","Normal",183500
"RL",6,1993,1994,"TA","TA","TA","TA","WD ","Normal",165600
"RL",7,1998,1998,"TA","TA","TA","TA","WD ","Normal",176500
"RL",8,1987,1987,"TA","TA","TA","TA","WD ","Normal",130000
"RL",7,1987,1987,"Gd","Gd","Gd","TA","WD ","Normal",239000
"RL",8,1985,1985,"Gd","TA","TA","TA","WD ","Normal",275000
"RL",9,2005,2006,"Gd","Ex","TA","TA","New","Partial",457347
"RL",10,2006,2006,"Ex","TA","TA","TA","New","Partial",545224
"RL",9,2006,2006,"Gd","TA","TA","TA","New","Partial",356383
"RL",9,2005,2006,"Gd","TA","TA","TA","New","Partial",556581
"RL",8,2006,2006,"Ex","TA","TA","TA","New","Partial",361919
"RL",10,2006,2006,"Ex","TA","TA","TA","New","Partial",535000
"RL",9,2005,2006,"Gd","TA","TA","TA","New","Partial",401179
"RL",10,2006,2006,"Ex","TA","TA","TA","New","Partial",438780
"RL",5,1948,1950,"TA","TA","TA","TA","WD ","Normal",169000
"RL",5,1955,1955,"TA","TA","TA","TA","WD ","Normal",145000
"RL",9,2005,2005,"Gd","TA","TA","TA","WD ","Normal",318000
"RL",8,2005,2006,"Gd","TA","TA","TA","New","Partial",319000
"RL",9,2005,2005,"Ex","TA","TA","TA","WD ","Normal",470000
"RL",7,1984,1998,"Gd","TA","TA","TA","WD ","Normal",202500
"RL",7,1988,1988,"Gd","Gd","TA","TA","WD ","Normal",229000
"RL",7,1977,1994,"TA","TA","TA","TA","WD ","Normal",235000
"RL",6,1976,1976,"TA","TA","TA","TA","WD ","Normal",190000
"RL",6,1980,1980,"TA","TA","TA","TA","WD ","Normal",169000
"RL",7,1988,1988,"TA","TA","TA","TA","WD ","Normal",241500
"RL",7,1978,1978,"TA","TA","TA","TA","WD ","Normal",188900
"RL",6,1980,1980,"TA","Gd","TA","TA","WD ","Normal",207500
"RL",7,1978,1978,"TA","TA","TA","TA","WD ","Normal",250000
"RL",6,1975,1975,"TA","TA","TA","TA","WD ","Normal",179900
"RL",7,1976,1976,"Gd","TA","TA","TA","WD ","Normal",172000
"FV",7,2005,2006,"Gd","TA","TA","TA","New","Partial",294323
"RL",6,1975,2000,"TA","TA","TA","TA","WD ","Normal",184500
"RL",5,1975,1975,"TA","TA","TA","TA","WD ","Normal",153500
"RL",7,1976,1976,"TA","TA","TA","TA","WD ","Normal",162900
"RL",6,1974,1999,"TA","TA","TA","TA","WD ","Normal",181000
"RL",6,1974,1974,"TA","TA","TA","TA","WD ","Normal",155000
"RL",5,1969,1969,"TA","TA","TA","TA","WD ","Abnorml",138800
"RL",4,1970,1970,"TA","TA","TA","TA","Oth","Abnorml",116050
"RL",4,1971,1971,"TA","TA",NA,NA,"WD ","Normal",88000
"RL",4,1971,1971,"TA","TA","TA","TA","WD ","Normal",97500
"RH",6,2002,2002,"Gd","TA","TA","TA","WD ","Normal",190000
"RM",6,1973,1973,"TA","TA","TA","TA","WD ","Normal",105500
"RM",5,1973,1973,"TA","TA","TA","TA","WD ","Normal",125500
"RM",6,1973,1973,"TA","TA","TA","TA","WD ","Normal",83000
"RM",6,1972,1972,"TA","TA","TA","TA","WD ","Normal",116000
"RM",6,1971,1971,"TA","TA",NA,NA,"WD ","Abnorml",91500
"RM",6,1972,1972,"TA","TA","TA","TA","WD ","Normal",118000
"RM",6,1972,1972,"TA","TA","TA","TA","WD ","Normal",89000
"RM",6,1972,1972,"TA","TA","TA","TA","WD ","Normal",108000
"RM",6,1972,1972,"TA","TA","TA","TA","WD ","Normal",94500
"RL",6,1975,1975,"TA","TA","TA","TA","WD ","Normal",146300
"RL",5,1967,1975,"TA","TA","TA","TA","WD ","Normal",145000
"RL",5,1967,1967,"TA","TA","TA","TA","WD ","Normal",123000
"RL",7,1976,1976,"TA","TA","TA","TA","WD ","Normal",137500
"RL",6,1976,1976,"TA","TA","TA","TA","WD ","Normal",144000
"RL",9,2004,2005,"Gd","TA","TA","TA","WD ","Normal",315000
"RL",9,2006,2006,"Gd","TA","TA","TA","New","Partial",412083
"RL",9,2006,2006,"TA","TA","TA","TA","New","Partial",342643
"RL",8,2004,2004,"Gd","TA","TA","TA","WD ","Normal",252000
"RL",10,2006,2006,"Ex","TA","TA","TA","New","Partial",465000
"RL",7,2006,2006,"Gd","TA","TA","TA","New","Partial",293000
"RL",9,2005,2005,"Ex","TA","TA","TA","WD ","Normal",415000
"RL",9,2004,2005,"Gd","TA","TA","TA","WD ","Normal",326000
"RL",8,2005,2006,"Gd","TA","TA","TA","New","Partial",325300
"RL",8,2004,2005,"Gd","TA","TA","TA","WD ","Normal",309000
"RL",9,2005,2006,"Gd","TA","TA","TA","New","Partial",300000
"RL",8,2005,2005,"Gd","TA","TA","TA","WD ","Normal",275500
"RL",9,2005,2006,"Ex","TA","TA","TA","New","Partial",338500
"RL",9,2005,2006,"Ex","TA","TA","TA","New","Partial",345000
"RL",8,2005,2006,"Gd","TA","TA","TA","New","Partial",344133
"RL",8,2006,2006,"Gd","TA","TA","TA","New","Partial",298236
"RL",8,2005,2006,"Gd","TA","TA","TA","New","Partial",329900
"RL",9,2003,2004,"Gd","TA","TA","TA","WD ","Normal",360000
"RL",8,2006,2006,"Gd","TA","TA","TA","New","Partial",281000
"RL",9,2005,2006,"Ex","TA","TA","TA","New","Partial",372397
"RL",9,2004,2005,"Ex","TA","TA","TA","WD ","Normal",378000
"RL",9,2003,2004,"Gd","TA","TA","TA","WD ","Normal",374000
"RL",9,2005,2006,"Ex","TA","TA","TA","New","Partial",437154
"RL",8,2005,2005,"Gd","TA","TA","TA","WD ","Normal",275000
"RL",8,2004,2004,"Gd","TA","TA","TA","WD ","Normal",279000
"RL",7,2005,2005,"Gd","TA","TA","TA","WD ","Normal",185850
"RL",9,2005,2005,"Ex","TA","TA","TA","WD ","Normal",282500
"RL",7,2005,2006,"Gd","TA","TA","TA","New","Partial",202500
"RL",7,2005,2006,"Gd","TA","TA","TA","New","Partial",202665
"RL",9,2006,2006,"Gd","TA","TA","TA","New","Partial",332200
"RL",9,2006,2006,"Ex","TA","TA","TA","New","Partial",310090
"RL",7,2003,2003,"Gd","TA","TA","TA","WD ","Normal",171750
"RL",6,2005,2006,"Gd","TA","TA","TA","New","Partial",169990
"RL",6,2005,2006,"Gd","TA","TA","TA","New","Partial",170440
"RL",7,2006,2006,"Gd","TA","TA","TA","New","Partial",169985
"RL",7,2006,2006,"Gd","TA","TA","TA","New","Partial",179665
"RL",7,2006,2006,"Gd","TA","TA","TA","New","Partial",219210
"RL",6,2006,2006,"Gd","TA","TA","TA","New","Partial",174190
"RL",6,2006,2006,"Gd","TA","TA","TA","New","Partial",172785
"RL",8,2004,2005,"Gd","TA","TA","TA","New","Partial",258000
"RL",7,2006,2006,"Gd","TA","TA","TA","New","Partial",185101
"RL",7,2006,2006,"Gd","TA","TA","TA","New","Partial",210250
"RL",7,2003,2004,"Gd","TA","TA","TA","WD ","Normal",234000
"RL",8,2003,2003,"Gd","TA","TA","TA","WD ","Normal",215000
"RL",7,2002,2002,"Gd","TA","TA","TA","WD ","Normal",246990
"RM",7,2004,2004,"Gd","TA","TA","TA","WD ","Normal",178740
"RM",7,2004,2004,"Gd","TA","TA","TA","WD ","Normal",225000
"RL",7,2005,2006,"Gd","TA","TA","TA","New","Partial",167240
"RL",7,2005,2006,"Gd","TA","TA","TA","New","Partial",156820
"RL",7,2005,2005,"Gd","TA","TA","TA","WD ","Normal",213490
"RL",8,2006,2006,"Gd","TA","TA","TA","New","Partial",264561
"RL",7,2006,2006,"Gd","TA","TA","TA","New","Partial",246578
"RL",5,2005,2005,"Gd","TA","TA","TA","WD ","Normal",192140
"RL",6,2002,2003,"Gd","TA","TA","TA","WD ","Normal",183200
"RL",8,2004,2004,"Gd","TA","TA","TA","WD ","Normal",178000
"RL",7,2004,2005,"Gd","TA","TA","TA","WD ","Normal",201490
"RL",8,2000,2000,"Gd","TA","TA","TA","WD ","Normal",230500
"RL",7,2003,2003,"Gd","TA","TA","TA","WD ","Normal",180000
"RL",6,2000,2000,"TA","TA","TA","TA","WD ","Normal",172400
"RL",6,2000,2000,"TA","TA","TA","TA","WD ","Normal",215000
"RL",7,1998,1999,"Gd","TA","TA","TA","WD ","Normal",199900
"RL",6,2000,2000,"TA","TA","TA","TA","WD ","Normal",173000
"RL",7,2006,2006,"Gd","TA","TA","TA","New","Partial",287602
"RL",7,1999,1999,"Gd","TA","TA","TA","WD ","Normal",230000
"RL",8,1997,1998,"Gd","TA","TA","TA","WD ","Normal",348000
"RL",8,1998,1998,"Gd","TA","TA","TA","WD ","Normal",286000
"RL",8,2000,2000,"Gd","TA","TA","TA","WD ","Normal",300000
"RL",10,1995,1996,"Gd","Gd","TA","TA","WD ","Normal",625000
"RL",9,2000,2000,"Gd","TA","TA","TA","WD ","Normal",405000
"RL",8,1998,1998,"Gd","TA","TA","TA","WD ","Normal",280000
"RL",8,1998,1998,"Gd","TA","TA","TA","WD ","Abnorml",258000
"RL",8,1995,1995,"Gd","TA","TA","TA","WD ","Normal",350000
"RL",9,1993,1994,"Gd","Gd","TA","TA","WD ","Normal",584500
"RL",8,1994,1995,"Gd","TA","TA","TA","WD ","Normal",321000
"RL",8,1994,1994,"Gd","TA","TA","TA","WD ","Normal",290000
"RL",8,1993,1993,"Gd","TA","TA","TA","WD ","Normal",315000
"RL",8,2005,2006,"Gd","TA","TA","TA","New","Partial",252000
"RL",8,2006,2006,"Gd","TA","TA","TA","New","Partial",336820
"RL",8,2005,2006,"Gd","TA","TA","TA","New","Partial",423000
"RL",8,2006,2006,"Gd","TA","TA","TA","New","Partial",290000
"RL",7,2005,2005,"Gd","TA","TA","TA","WD ","Normal",232000
"RL",8,2006,2006,"Gd","TA","TA","TA","New","Partial",199000
"FV",8,2006,2006,"Gd","TA","TA","TA","New","Partial",198600
"FV",9,2006,2006,"Gd","TA","TA","TA","New","Partial",405749
"FV",8,2006,2006,"Gd","TA","TA","TA","New","Partial",232600
"FV",8,2006,2006,"Gd","TA","TA","TA","New","Partial",266000
"FV",7,2005,2006,"Gd","TA","TA","TA","New","Partial",186500
"FV",6,2005,2005,"Gd","TA","TA","TA","WD ","Normal",200825
"FV",7,2006,2006,"Gd","TA","TA","TA","New","Partial",197000
"FV",6,2006,2006,"Gd","TA","TA","TA","New","Partial",185000
"FV",7,2005,2005,"Gd","TA","TA","TA","WD ","Normal",176000
"FV",7,2006,2006,"Gd","TA","TA","TA","New","Partial",187750
"RL",6,2005,2005,"TA","TA",NA,NA,"WD ","Normal",139500
"RL",7,2005,2006,"Gd","TA","TA","TA","New","Partial",186800
"RL",6,2005,2006,"TA","TA",NA,NA,"New","Partial",132000
"RL",6,2005,2005,"Gd","TA","TA","TA","WD ","Abnorml",142500
"RL",6,2004,2004,"TA","TA","TA","TA","New","Partial",158000
"RL",7,2005,2005,"Gd","TA","TA","TA","WD ","Normal",184000
"RL",7,2005,2005,"Gd","TA","TA","TA","WD ","Normal",184900
"RL",6,1997,1998,"TA","TA","TA","TA","WD ","Normal",187000
"RL",6,1992,1992,"Gd","Gd","TA","TA","WD ","Normal",175900
"RL",6,1992,1993,"Gd","TA","TA","TA","WD ","Family",248500
"RL",6,1990,1991,"Gd","TA","TA","TA","WD ","Normal",172000
"RL",6,1991,1991,"Gd","TA","TA","TA","WD ","Normal",151000
"RL",6,1994,1994,"TA","TA","TA","TA","WD ","Normal",150000
"RH",4,1966,1966,"TA","TA","TA","TA","WD ","Normal",107000
"RH",5,1965,1965,"TA","TA","TA","TA","WD ","Abnorml",119900
"RL",5,1962,1962,"TA","TA","TA","TA","WD ","Normal",129500
"RM",5,1963,1963,"TA","TA","TA","TA","ConLI","Abnorml",125000
"RM",6,1977,1977,"TA","Gd","TA","TA","WD ","Normal",119500
"RL",5,1962,2002,"TA","TA","TA","TA","WD ","Normal",144000
"RL",6,1977,1995,"TA","TA","TA","TA","WD ","Normal",151000
"RL",5,1965,1965,"TA","TA","TA","TA","WD ","Normal",126000
"RL",5,1968,1968,"TA","TA","TA","TA","COD","Normal",116000
"RL",5,1963,1963,"TA","TA","TA","TA","WD ","Normal",133500
"RL",5,1965,1965,"TA","TA","TA","TA","WD ","Normal",120875
"RL",5,1965,1965,"TA","TA","TA","TA","WD ","Normal",137000
"RL",5,1964,1964,"TA","TA",NA,NA,"WD ","Normal",124000
"RL",5,1961,1994,"TA","TA","TA","TA","WD ","Normal",135000
"RL",5,1967,1967,"TA","TA","TA","TA","WD ","Normal",129200
"RL",7,1974,1974,"Gd","Fa","TA","TA","WD ","Normal",260000
"RL",8,1991,1992,"Gd","TA","TA","TA","WD ","Normal",260000
"RL",8,1992,1993,"Gd","TA","TA","TA","WD ","Normal",334000
"RL",8,1993,1993,"Gd","Gd","TA","TA","WD ","Abnorml",310000
"RL",7,1992,2000,"Gd","TA","TA","TA","WD ","Normal",268000
"RL",8,1994,1995,"Gd","TA","TA","TA","WD ","Normal",262000
"FV",7,2004,2004,"Gd","TA","TA","TA","WD ","Normal",176400
"FV",8,2005,2005,"Gd","TA","TA","TA","WD ","Normal",197000
"FV",7,2005,2005,"TA","TA","TA","TA","WD ","Normal",151000
"FV",7,2005,2005,"Gd","TA","TA","TA","WD ","Normal",147400
"FV",7,2005,2005,"Gd","TA","TA","TA","WD ","Normal",149900
"FV",7,2005,2005,"Gd","TA","TA","TA","WD ","Abnorml",144152
"FV",6,2000,2000,"Gd","TA","TA","TA","WD ","Normal",166000
"FV",7,1999,1999,"Gd","TA","TA","TA","WD ","Normal",183900
"FV",7,2000,2000,"Gd","TA","TA","TA","WD ","Normal",165000
"FV",7,2003,2003,"Gd","TA","TA","TA","WD ","Normal",139000
"FV",7,1997,1998,"Gd","TA","TA","TA","WD ","Normal",200000
"FV",8,2001,2002,"Gd","TA","TA","TA","WD ","Normal",221000
"RL",8,1995,1996,"Gd","Gd","TA","TA","WD ","Normal",270000
"RL",6,1977,1977,"Gd","TA","TA","TA","WD ","Normal",165000
"RL",8,1980,1980,"Gd","TA","TA","TA","WD ","Normal",214000
"RL",8,1980,1980,"Gd","TA","TA","TA","WD ","Normal",188000
"RL",8,1980,1980,"Gd","TA","TA","TA","WD ","Normal",190000
"RL",8,1978,1978,"Gd","TA","TA","TA","WD ","Normal",170000
"RL",9,1981,1987,"Gd","TA","TA","TA","WD ","Normal",385000
"RL",5,1972,1972,"TA","TA","TA","TA","WD ","Normal",146500
"RL",7,1968,1992,"TA","TA","TA","TA","WD ","Normal",170000
"RL",7,1968,2003,"TA","TA","Gd","TA","WD ","Normal",262500
"RL",6,1968,1968,"TA","TA","TA","TA","WD ","Normal",179900
"RL",6,1968,1984,"TA","TA","TA","TA","WD ","Normal",250000
"RL",6,1972,1972,"TA","TA","TA","TA","WD ","Normal",165150
"RL",7,1967,1967,"TA","TA","TA","TA","WD ","Normal",164500
"RL",7,1969,1969,"TA","TA","TA","TA","COD","Normal",140000
"RL",5,1967,1967,"TA","TA","TA","TA","WD ","Normal",135500
"RL",5,1968,1968,"TA","TA","TA","TA","WD ","Normal",142000
"RL",5,1968,1968,"TA","TA","TA","TA","WD ","Normal",155000
"RL",6,1968,2004,"TA","TA","TA","TA","WD ","Abnorml",157500
"RL",5,1968,1968,"TA","TA","TA","TA","WD ","Normal",138500
"RL",5,1968,1968,"TA","TA","TA","TA","WD ","Normal",140000
"RL",5,1966,1966,"TA","TA","TA","TA","WD ","Normal",124400
"RL",5,1967,1967,"TA","TA","TA","TA","WD ","Normal",158000
"RL",5,1965,1998,"TA","TA","TA","TA","WD ","Normal",146000
"RL",6,1971,1971,"TA","TA","TA","TA","WD ","Normal",190000
"RL",5,1961,1961,"TA","TA","TA","TA","COD","Normal",136500
"RL",5,1958,1958,"TA","TA","TA","TA","WD ","Normal",129900
"RL",5,1959,2005,"TA","TA","TA","TA","WD ","Family",145000
"RL",6,1965,2000,"TA","Gd","TA","TA","WD ","Abnorml",185900
"RL",6,1964,1964,"TA","TA","TA","TA","WD ","Normal",160000
"RL",6,1964,1964,"TA","TA","TA","TA","WD ","Normal",167000
"RL",5,1964,1964,"TA","TA","TA","TA","WD ","Normal",157500
"RL",6,1958,1958,"TA","Fa","TA","TA","ConLD","Normal",140000
"RL",5,1958,1991,"TA","TA","TA","TA","WD ","Abnorml",150000
"RL",5,1960,1960,"TA","TA","TA","TA","WD ","Normal",151500
"RL",6,1934,1950,"TA","TA","TA","TA","WD ","Normal",129800
"RL",5,1954,1954,"TA","TA","TA","TA","WD ","Normal",137000
"RL",5,1947,1950,"TA","TA","TA","TA","WD ","Normal",137000
"RL",4,1946,1950,"TA","TA","TA","TA","WD ","Abnorml",121600
"RL",4,1923,1958,"TA","TA",NA,NA,"WD ","Normal",85500
"RL",4,1926,1953,"TA","Gd","TA","TA","WD ","Normal",79900
"RL",5,1908,1991,"TA","TA","TA","TA","WD ","Normal",127000
"RL",5,1961,1990,"TA","TA","TA","TA","WD ","Normal",161000
"RL",5,1952,1952,"TA","Gd","TA","TA","WD ","Partial",146500
"RL",5,1951,1951,"TA","TA","TA","TA","WD ","Normal",135000
"RL",5,1951,1951,"TA","TA","TA","TA","WD ","Normal",137900
"RL",6,1941,1950,"TA","TA","TA","TA","WD ","Normal",133000
"RL",5,1949,1973,"TA","TA","TA","TA","WD ","Normal",137000
"RL",5,1954,1975,"TA","Gd","TA","TA","WD ","Normal",121000
"RL",5,1967,1967,"TA","TA","TA","TA","WD ","Normal",119000
"RL",6,1964,1964,"TA","TA","TA","TA","WD ","Normal",172000
"RL",5,1961,1961,"TA","TA","TA","TA","WD ","Abnorml",98600
"RL",7,1966,1966,"TA","TA","TA","TA","WD ","Normal",226000
"RL",5,1954,1954,"TA","TA","TA","TA","WD ","Family",118000
"RL",8,1918,1990,"Gd","Gd","TA","TA","WD ","Abnorml",235000
"RL",6,1963,1963,"TA","TA","TA","TA","WD ","Normal",135000
"RL",5,1962,1962,"TA","TA","TA","TA","WD ","Normal",132500
"RL",5,1959,1959,"TA","Gd","TA","TA","WD ","Normal",143000
"RL",5,1957,1957,"TA","TA","TA","TA","WD ","Normal",132000
"RL",6,1960,1960,"TA","TA","TA","TA","WD ","Normal",145250
"RL",6,1958,1958,"TA","TA","TA","TA","WD ","Normal",162000
"RL",5,1956,1956,"TA","TA","TA","TA","WD ","Normal",148000
"RL",5,1957,1957,"TA","TA","TA","TA","WD ","Normal",141000
"RL",6,1956,1994,"TA","TA","TA","TA","WD ","Normal",153000
"RL",5,1957,1996,"TA","TA","TA","TA","WD ","Normal",134450
"RL",5,1979,1979,"TA","TA","TA","TA","WD ","Normal",135960
"RL",6,1954,2000,"TA","Gd","TA","TA","WD ","Abnorml",156000
"RL",6,1954,1954,"TA","TA","TA","TA","WD ","Normal",140000
"RL",5,1952,2003,"TA","TA","TA","TA","WD ","Normal",139500
"RL",6,1951,1951,"TA","TA","TA","TA","WD ","Normal",155000
"RL",5,1956,1956,"TA","TA","TA","TA","WD ","Normal",127000
"RL",5,1956,1956,"TA","TA","TA","TA","WD ","Normal",133500
"RL",5,1955,1955,"TA","TA","TA","TA","WD ","Normal",125000
"RL",5,1951,1991,"TA","TA","TA","TA","WD ","Normal",142000
"RL",7,1941,1963,"Gd","TA","TA","TA","COD","Abnorml",167000
"RL",5,1956,2001,"TA","TA","TA","TA","WD ","Normal",159000
"RL",5,1925,1975,"TA","Fa","TA","TA","WD ","Normal",180000
"RL",6,1947,1950,"TA","TA","TA","TA","WD ","Normal",127000
"RL",6,1924,1950,"TA","Gd","TA","TA","COD","Normal",112000
"RL",3,1930,2001,"TA","Gd","Fa","Fa","WD ","Normal",99800
"RL",5,1954,2000,"TA","Gd","TA","TA","WD ","Normal",117000
"RL",5,1921,1968,"TA","TA","TA","TA","WD ","Abnorml",108480
"RL",3,1929,1950,"TA","Fa","Fa","TA","WD ","Normal",68000
"RL",4,1900,1998,"TA","Gd","Fa","TA","WD ","Normal",86900
"RL",5,1920,1950,"TA","TA","TA","TA","WD ","Normal",120000
"RL",6,1915,1950,"TA","Ex","TA","TA","WD ","Normal",155500
"RL",4,1910,1950,"TA","TA","Fa","TA","COD","Abnorml",80000
"RL",3,1915,1950,"TA","TA","TA","TA","WD ","Family",105000
"RL",5,1900,1970,"TA","Fa","TA","Fa","ConLD","Normal",160000
"RL",5,1936,1989,"TA","TA","TA","TA","WD ","Normal",170000
"RL",6,1965,1965,"TA","TA","TA","TA","WD ","Abnorml",160000
"RL",5,1966,1966,"TA","TA","TA","TA","WD ","Normal",159950
"RL",6,1963,1963,"TA","TA","TA","TA","WD ","Normal",165000
"RL",6,1962,1981,"TA","TA","TA","TA","WD ","Normal",159000
"RL",6,1962,1985,"TA","TA","TA","TA","WD ","Normal",147000
"RL",5,1964,1964,"TA","TA","TA","TA","WD ","Abnorml",115000
"RL",6,1959,1959,"TA","TA","TA","TA","WD ","Normal",159500
"RL",6,1959,1959,"TA","TA","TA","TA","WD ","Abnorml",120000
"RL",5,1957,1957,"TA","TA","TA","TA","WD ","Normal",129900
"RL",6,1961,1992,"TA","TA","TA","TA","WD ","Normal",183000
"RL",7,1959,1959,"TA","TA","TA","TA","WD ","Normal",157500
"RL",7,1962,1998,"TA","TA","TA","TA","WD ","Normal",277500
"RL",5,1957,1997,"TA","TA","TA","TA","WD ","Normal",207500
"RL",4,1950,1950,"TA","TA","Fa","TA","WD ","Normal",147500
"RL",4,1949,1950,"TA","TA",NA,NA,"WD ","Abnorml",135000
"RL",5,1950,1950,"TA","TA","TA","TA","WD ","Normal",109500
"RL",4,1950,1950,"TA","TA","TA","TA","WD ","Normal",109900
"RL",5,1959,1959,"TA","TA","TA","TA","WD ","Normal",133700
"RL",3,1950,1950,"TA","TA","TA","Fa","WD ","Normal",81400
"RL",3,1949,1950,"TA","TA","TA","TA","WD ","Normal",87500
"RL",3,1950,1950,"TA","TA","TA","TA","WD ","Normal",93500
"RL",5,1960,1960,"TA","TA",NA,NA,"WD ","Normal",119000
"RL",5,1959,1959,"TA","TA","TA","TA","WD ","Normal",141000
"RL",5,1961,1961,"TA","TA","TA","TA","WD ","Normal",146000
"RL",6,1966,1966,"TA","TA","TA","TA","WD ","Normal",155000
"RL",5,1962,1962,"TA","TA","TA","TA","WD ","Normal",134500
"RL",7,1962,1962,"TA","TA","TA","TA","WD ","Normal",120000
"RL",5,1962,1962,"TA","TA","TA","TA","WD ","Normal",105000
"RL",5,1962,1962,"TA","TA",NA,NA,"WD ","Normal",124000
"RM",5,1900,2005,"Gd","Gd","TA","TA","WD ","Normal",169000
"RM",4,1925,1950,"TA","TA","TA","TA","WD ","Family",107000
"RM",5,1948,1950,"TA","TA","TA","TA","WD ","Normal",135000
"RM",4,1920,1980,"TA","TA","Fa","Fa","WD ","Normal",111500
"RM",6,1900,2004,"TA","TA","TA","TA","WD ","Normal",156500
"RM",7,1925,1990,"TA","TA","Fa","TA","WD ","Normal",178000
"RM",7,1900,1970,"TA","TA","TA","TA","WD ","Normal",139900
"RM",7,1930,1950,"TA","TA","Fa","TA","WD ","Normal",105000
"RM",6,1930,2005,"TA","TA","Fa","Fa","WD ","Normal",110000
"RM",4,1900,1950,"Gd","TA","TA","TA","WD ","Normal",111500
"RM",6,1924,1950,"TA","TA","TA","TA","COD","Abnorml",108000
"RM",5,1925,1950,"TA","TA","TA","TA","WD ","Normal",111500
"RM",5,1880,1991,"TA","TA","Fa","Po","WD ","Abnorml",124000
"RM",4,1950,1950,"TA","TA","TA","TA","COD","Normal",105000
"RM",6,1920,1950,"TA","TA","TA","TA","WD ","Normal",116000
"RM",3,1905,1950,"TA","TA","TA","TA","WD ","Normal",96900
"RM",5,1955,1955,"TA","TA","TA","TA","WD ","Normal",135500
"RM",5,1924,1950,"TA","Gd","TA","TA","WD ","Normal",139000
"RM",3,1921,1950,"TA","TA","Fa","TA","WD ","Normal",61500
"RM",6,1945,1950,"TA","TA","Fa","TA","WD ","Normal",120000
